tx_hash,from,to,gas_used,gas_price,transaction_fee,block_number,block_size,block_gas_used,gas_efficiency,block_interval,throughput,latency,tx_size,avg_gas_price_gwei,timestamp,relative_time
56d3b5074cf6d492943e29e327823ac34a1b3d64ecba88472cd96948ddfe2b78,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,1903759,40656677204,49,695,21356,0.3177042461478955,0,1,0.0,695.0,0.001903759,2025-03-07 15:48:06,3.0
a850ce26947e79653a088f11c189b6ce14130a355b8f11eb2455c6b7fa80783c,0x988fb2e6FC08b79cB7bcAFC810937C1DE4673a25,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,1667301,35586872544,50,695,21344,0.3175257271858345,0,1,0.0,695.0,0.001667301,2025-03-07 15:48:06,3.0
d42250902d6b4ba3e087120c76260c90924988ee2ba4b684020cce3e2c6ec923,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,1460212,31184287472,51,695,21356,0.3177042461478955,0,1,0.0,695.0,0.001460212,2025-03-07 15:48:06,3.0
02c833194746e243a59d9fbd9b812c39f2ce6d2412057579e51d6b8a3c4c66c8,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,1278846,27295689024,52,695,21344,0.3175257271858345,0,1,0.0,695.0,0.001278846,2025-03-07 15:48:06,3.0
8ca58889feeceaa0d42b3766b74e1436292fd7affbb092c81790aeb8db34cd4b,0x8509423B027D8331A7EB3b33Efbd0071a9385686,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,1120007,23918869492,53,695,21356,0.3177042461478955,0,1,0.0,695.0,0.001120007,2025-03-07 15:48:06,3.0
e2b37f06226c242abbe0ee16c75f0968cd8ca6a9d357228051234e9bf639112c,0x988fb2e6FC08b79cB7bcAFC810937C1DE4673a25,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,980895,20936222880,54,695,21344,0.3175257271858345,1,1,1.0,695.0,0.000980895,2025-03-07 15:48:07,4.0
1b923d4cf499146320b07702143e53f3df63427a7ee12abf354548797b87ab03,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,859062,18346128072,55,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000859062,2025-03-07 15:48:07,4.0
b63b96aad144a6246ded2eb1a054e7490214cdbdccc69fa01c6d404838d467d9,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,752362,16067442872,56,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000752362,2025-03-07 15:48:07,4.0
7def39ba143439bd6239d391c52c70b136f75f4632d00c09566068790454e683,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,658915,14063881760,57,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000658915,2025-03-07 15:48:07,4.0
27f4e3837a7a6f4deb2056f893dde8707f8beb1008179c9cac47612bef362d4f,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,577075,12317088800,58,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000577075,2025-03-07 15:48:07,4.0
bf1b3de315009a37806abf4268e40b5d4f95dbf2483ed99e8f9b672294334a65,0x8509423B027D8331A7EB3b33Efbd0071a9385686,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,505399,10793301044,59,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000505399,2025-03-07 15:48:07,4.0
c87305b1fea93ca1c7222cdb3025b2ff32ce787481c8db2fd250f22cdb708b1f,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,442626,9452720856,60,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000442626,2025-03-07 15:48:07,4.0
0c86120fb10f1fef46a9334e69f1d94b4c2629a1c841d846ddf76560f4f8c483,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,387650,8274001600,61,695,21344,0.3175257271858345,0,1,0.0,695.0,0.00038765,2025-03-07 15:48:07,4.0
3df18f98b335069d788de91cebbed7d3fc86481a9c23d286f14a6f43c8ddf29f,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,339502,7246330688,62,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000339502,2025-03-07 15:48:07,4.0
245fd4fab2ae743d6743e9f01c87e851d56d4369aa9fa9875b6351d4c02df56d,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,297334,6349864904,63,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000297334,2025-03-07 15:48:07,4.0
9cdd686229ce0b56d1ae6e1a335f47428eb20d858238a7e16212ef9bea2d7a52,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,260404,5561187824,64,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000260404,2025-03-07 15:48:07,4.0
1a91417f73a831615c7155a9279d8cbb458a592f4aaa64a41f18e73253f81b43,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,228061,4870470716,65,695,21356,0.3177042461478955,1,1,1.0,695.0,0.000228061,2025-03-07 15:48:08,5.0
f7268bc5b809d1ebfea8e147d41aa5eac0b4b52c67a3e005e04dc799918f0943,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,199735,4263143840,66,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000199735,2025-03-07 15:48:08,5.0
6e83e4bb0a5078dbc2faa5370a3cab71a1267bc18184924cc03b639607208dae,0x988fb2e6FC08b79cB7bcAFC810937C1DE4673a25,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,174927,3735741012,67,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000174927,2025-03-07 15:48:08,5.0
e332fe5f0d8b11e060993a64b87015c0d9a981d8981a1c300410605cb84cb91a,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,153201,3271760556,68,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000153201,2025-03-07 15:48:08,5.0
215fe296f9b745682cf65177189ea2deb2f18c410baac745ca3bf0fc5f8b4231,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,134173,2863788512,69,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000134173,2025-03-07 15:48:08,5.0
30221904915e453745a6d93f9c9d6bde5cb2a37c8a6fc2275af412f921764c5d,0x8509423B027D8331A7EB3b33Efbd0071a9385686,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,117508,2509500848,70,695,21356,0.3177042461478955,0,1,0.0,695.0,0.000117508,2025-03-07 15:48:08,5.0
b3043a3c1c14ac3cab498c72e729745578e21155e51efbbb8f1f2ac0db1877ab,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,102913,2196575072,71,695,21344,0.3175257271858345,0,1,0.0,695.0,0.000102913,2025-03-07 15:48:08,5.0
4ee72e3ca69bc6d66283170d8313ebc7cb66ccb8cafdb3cbda29ee6fafa2434e,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,90132,1923777408,72,695,21344,0.3175257271858345,0,1,0.0,695.0,9.0132e-05,2025-03-07 15:48:08,5.0
66f4abcbe014ad4d2e4489b0d8dff98be8e0880e0ba37f03bf0c2a975d23697f,0x988fb2e6FC08b79cB7bcAFC810937C1DE4673a25,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,78937,1685778572,73,694,21356,0.3177042461478955,0,1,0.0,694.0,7.8937e-05,2025-03-07 15:48:08,5.0
fb392f155d356c8a0f60f62d8954f3cfcaf0ebcab73cd4bcf20a8be6a6a66acd,0x988fb2e6FC08b79cB7bcAFC810937C1DE4673a25,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,69134,1476425704,74,694,21356,0.3177042461478955,0,1,0.0,694.0,6.9134e-05,2025-03-07 15:48:08,5.0
2fea7aefdf3b8c6f106027d528b162f1cf25fe82258cc57b7f38cc666c15849b,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,60548,1293063088,75,693,21356,0.3177042461478955,0,1,0.0,693.0,6.0548e-05,2025-03-07 15:48:08,5.0
cf04090f06f1ef98013b3569c76a1d8f44ee0231d9aed4f5829ad45a6e254d2d,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,53028,1132465968,76,693,21356,0.3177042461478955,0,1,0.0,693.0,5.3028e-05,2025-03-07 15:48:08,5.0
06d539cccecd23ea9e92a00a2a7b912475a3c6f4327766ea88e225fb1787b406,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,46441,991793996,77,693,21356,0.3177042461478955,0,1,0.0,693.0,4.6441e-05,2025-03-07 15:48:08,5.0
06d5337a2c82675a0d630e6d7123d01ad678770bf486e329c0463c4f847d7847,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,40674,868633944,78,693,21356,0.3177042461478955,1,1,1.0,693.0,4.0674e-05,2025-03-07 15:48:09,6.0
cf489cf972d0b2689e165cd4b072a4424ff4890690e6bc6c79e372939b0fa6be,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21344,35623,760337312,79,693,21344,0.3175257271858345,0,1,0.0,693.0,3.5623e-05,2025-03-07 15:48:09,6.0
5c4336612ab2a230c6f5a0153c427c7e1b9b8ded07d7f60d6d462376823ddc5f,0xd772Dfd5758D27AC1E67ee8F13F82f6AB2842115,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,31198,666264488,80,693,21356,0.3177042461478955,0,1,0.0,693.0,3.1198e-05,2025-03-07 15:48:09,6.0
775ce8cf9c2a4a2a71cd09921ef6d9930de41ed58999f87c23e8e377d7b646f6,0xA4583c956148dD55A441EaF573A9d5cC7aA6fb04,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,27324,583531344,81,693,21356,0.3177042461478955,0,1,0.0,693.0,2.7324e-05,2025-03-07 15:48:09,6.0
881f8009f7c7c5bb935610a27ca577c40f1e7e3abbc9b7156cb28dfe47517d7a,0x5BD22d3Ba0D84eb4B1e5fEb2B1F36219a681AC71,0x629739ff45aEcff36eAefe9db59F59329eE0b154,21356,23931,511070436,82,693,21356,0.3177042461478955,0,1,0.0,693.0,2.3931e-05,2025-03-07 15:48:09,6.0
