User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,Distance_meters,x_coordinate,y_coordinate
42,6,-75.88851159562675,30.93256050631697,10200.21204331877,12200.02824124848,74.63205543144876,678.0248787810317,-677.7135689424967,20.54397033819129
43,6,-75.34930812554866,28.66371969077846,9999.389432642209,14998.970426505764,70.52469426247329,633.5558018983689,618.8241539640404,135.8293804365422
44,6,-68.08070195224626,22.878712399102152,11201.47284472972,12799.559261537352,74.37662776247366,482.1682462228706,406.00120523084115,-260.0946731802541
45,6,-73.44645672669252,27.19225690444905,10499.767443776183,12499.877469907306,76.3351503366259,592.2802149174282,-32.65730892965401,591.379195741707
46,6,-47.4683662757065,41.63145522091915,13399.808260431548,14699.950211315689,75.81967992007623,749.6260916969209,-391.589059871924,-639.2161493121267
47,6,-58.01735326895207,31.06909951947317,12399.865783005718,13699.6583849641,75.83259361302433,585.8963829075004,-221.52690691303775,542.4024345609399
48,6,-54.28210748006191,35.192083375783994,12900.993968976873,14199.872341778046,73.50887114118174,648.8572687223643,-643.7060197898367,-81.59850035492572
49,6,-44.31313850719663,47.03464387576779,13900.045078158084,15199.62429259022,74.23625310715366,840.2312885030688,-804.3032164031824,-243.07396870710497
50,6,-65.58080224235984,23.19044877117632,11499.744482257727,12799.393010464424,74.30620065318318,475.21993801206133,189.1313552690717,435.9625212541459
51,6,-61.79162192684804,27.96380129988209,11900.696221988226,13199.854799813438,75.8994054623759,543.443990263263,533.550520028054,-103.22409181509258
52,6,-74.03547248694616,28.833639388635024,10001.353113110506,12000.693253704312,59.071373486982864,625.6040910225241,98.38167951054254,-617.8199768871217
53,6,-73.5404819579907,27.7125033903928,10500.714949946238,12500.859645951765,74.1965473991848,602.1068782763347,559.1242351492649,-223.41168845076675
54,6,-55.701772878273744,34.71188926051865,12601.197154490284,13900.546177426368,74.92993297494733,643.6840850159384,508.1819375401345,-395.07001868119613
55,6,-51.55704998990321,37.46743205826927,12898.69737856825,14200.626192607282,74.42991035029999,683.2604256827282,-558.0202012799948,-394.2819603628562
56,6,-67.77817760869364,24.628880331460923,11199.574407873732,12498.756004865778,76.00320955981807,511.1844349277262,450.82326493795017,-240.97284142215184
57,6,-68.50085940027911,21.97359811150143,11199.958063649874,12500.048944630113,76.07454277934055,468.621091991503,398.0304787568102,247.34078887222208
58,6,-64.92137186874709,22.284918758022062,11399.948761474923,12701.185744434471,72.22541663922911,456.4273248246783,151.95427905886726,430.39028790426056
59,6,-43.85657211236541,44.46189068080483,13698.72178430099,14999.124314083076,74.00723055384576,794.7013775639265,762.8293064995117,222.80423839657186
60,6,-43.506310129288735,49.895000938790005,14099.82379663382,15399.49092740154,75.34608346855565,889.4022487001314,-405.4240811511899,791.6234423105241
61,6,-79.47595083064634,31.588569585640982,10500.652893014778,12300.427164019964,70.50583979189527,725.8943149506413,-555.446467851439,467.3347599195046
62,6,-55.89822331679024,33.359200970892495,12398.297910033389,13701.01090873966,73.61966777021655,620.4832675941191,-82.98219723173881,614.9092943734612
63,6,-49.19918114924699,40.12920022902991,13200.5629625132,14500.425899167534,76.09676472435436,725.8784169359781,344.63786750057795,-638.8460037114858
64,6,-49.55707938061753,43.06367066410819,13300.012623501414,14599.776916733215,74.12522620289275,777.794330721756,-483.45705226268876,609.2891756139904
65,6,-66.28391544762665,25.62077501479638,11799.812206293804,13099.867698049544,75.31546615022009,521.0356424120989,-100.63581728717226,511.22458170820727
66,6,-81.6245033904425,29.95034470804533,10300.563001301369,12099.221306747277,69.31934593464581,723.5057573135916,-697.627105171197,-191.77331148095007
67,6,-51.36987212667207,38.752271056781936,13099.469794725102,14401.140495938094,76.85571440429835,705.4075637560767,446.4798435182074,546.1278058625476
68,6,-77.82698741835937,30.95432970294153,11000.050786649826,13000.68424681618,74.05277444396177,697.0001222518907,224.51458164216223,-659.8502656278889
69,6,-76.240436834907,30.86110974175707,12000.277360117432,14001.258073606676,68.80555403558347,679.9764797548573,606.7326520450863,306.9910454103574
70,6,-39.78526227159585,49.37032160110275,14301.134863375348,15599.962791734184,74.81620056847969,876.6940719516062,873.7200755530831,-72.15071289046811
71,6,-77.64706847735408,31.911862413003,11002.3342400951,12999.06572140501,75.21653195567532,711.9295748914201,99.18132131762725,-704.9870815176458
72,6,-66.5788257825218,25.140827152721595,11499.790001398978,12800.478706054815,74.87949335598445,514.0602763195212,162.79338237670743,487.60258648212033
73,6,-68.16581601811883,24.612668636650007,10999.14313185168,12500.423867593292,75.81531389307308,512.9717522117066,512.6630136689456,17.79474593870282
74,6,-65.62891304941513,24.75053012343532,11499.282662105064,12802.645353445394,74.45050266763661,502.7413281058607,200.99950676343997,-460.81237099984475
75,6,-62.48635423200231,23.73669883683388,11701.639212334794,12999.302654194207,73.75985536409007,471.99866921885445,-126.38505467148453,-454.7631929917542
76,6,-62.00754752807831,27.93790204111168,12101.66638040157,13400.14105656657,74.79654639597938,543.7644244338477,-71.51574066980811,-539.0410449273065
77,6,-65.2456636757551,28.28644573829205,11100.68374331722,12400.06540955928,75.8262447959356,562.8867704305203,75.00355980830922,-557.8673519231813
78,6,-68.1445346597814,25.3758147854114,11399.7740158345,12700.21456398453,73.54530612889603,526.2117352926116,470.283632928753,236.07645998488604
79,6,-79.91051935392612,27.26894637188745,10501.34394613466,12301.61697880551,70.26153957389633,655.321001077416,-412.83037749461806,508.9368269940365
80,6,-65.86848602626412,25.77632212914841,11199.426866811626,12800.065469490755,75.79059361289708,521.798460423595,389.51672554045246,347.20362012035224
81,6,-62.31501408562184,26.632711861948245,11800.535155152622,13099.102906002492,74.52584758968709,522.0444036247798,340.5433488209668,-395.677377328744
82,6,-68.42918999245458,24.422570065525363,10998.765270500868,12499.63880581475,75.38547989325079,511.08258263559173,-365.23363457997766,-357.504962825645
83,6,-67.27004018227312,26.851000022599457,11298.634844223736,12599.441073729256,74.2107609846783,547.4354971636251,-266.4316565924136,478.2256746769328
84,6,-64.20324066531832,28.444859497624297,11900.408259458463,13199.186118132417,75.15806514403795,561.1602988111579,517.0050370034171,218.18953383451571
85,6,-80.19894722418707,28.559366501988784,11000.53407510947,12501.953588679651,81.69432832343125,681.3153681816597,-254.71396541506292,631.9109326028824
86,6,-55.39556231580894,33.98100187744012,12600.915662595316,13899.316474321204,76.35870723028704,630.1710832194592,-286.7382412445813,561.1566404614231
87,6,-47.2403033321316,42.325810200414594,13500.203408052746,14798.930584375494,73.72383483903475,761.4634489689787,-97.30573132744625,-755.2206159570615
88,6,-67.34072388649508,22.942538084605083,11201.160559011449,12802.24095356976,74.06701556443544,479.39883949290186,-311.2129846500339,-364.650141220813
89,6,-77.28280750179576,28.49447684741653,10199.894920166667,12199.929868870662,76.29682082789334,648.4912343189488,492.3556498090957,-422.0507020365881
90,6,-59.32130045058878,29.19550215842907,12199.854948219185,13500.69777110736,75.20232289958003,556.88718391888,-548.4223820107297,96.72758925341736
91,6,-49.25163696592758,40.00066926556362,13301.699548090031,14601.34251187974,74.71378376650445,723.7107688742468,528.8237525904023,494.06752137815994
92,6,-66.29138373415185,25.93220491534464,10999.77181401562,12298.791553138566,73.76549566648444,526.5213800338852,-120.51678810389548,-512.543137128874
93,6,-81.11011783174129,27.588566143972745,10700.77926035193,12200.121357181502,68.97531541421733,675.5405804591585,45.742614692850694,-673.9901253343095
94,6,-42.06190023120469,50.37226977944873,14198.154814863672,15499.814017532715,75.12914587157798,896.2823242191058,-830.6676717304034,-336.62029625320145
95,6,-49.68330581252229,37.82009682922815,13101.364041508376,14400.935707904062,73.91736882879584,686.2334210578341,90.14357714646866,-680.2870303599631
96,6,-54.171974209735225,35.245538601706336,12802.169761592551,14100.578195627051,73.8043756594064,649.5545292361137,-649.0610255021091,25.315442427492194
97,6,-62.5407541903027,27.5217837449314,11900.226389290976,13200.207067055531,75.79913027645128,538.4406052830278,-532.9573806095909,-76.64669511020655
98,6,-63.16649930766869,27.070437076842893,11999.654962995122,13300.03269966994,75.90247952284659,532.929493181276,-478.6457904566197,234.3332071657993
99,6,-67.75545921936083,23.951603420668555,10899.304389053752,12400.110991811696,73.37683941334024,499.21234286415074,492.8588442798711,79.39220920861295
100,6,-49.22681528798944,39.76039360128549,13200.72844306441,14498.177250806224,75.60888426883376,719.4672764302609,560.3860983193963,451.2212125602489
101,6,-78.02563968776212,30.473505023799763,10200.834597871672,12201.062353829238,74.94585872424034,690.6286124371585,677.2062557626095,135.49748142626805
102,6,-69.16974714890377,25.16870521153003,11001.267276822422,12498.23959935587,74.25205150050886,528.318152395637,-345.8574526642241,-399.37788194559977
103,6,-46.5499793034566,44.134418987101405,13501.206574336022,14800.091234465735,73.49953475823061,792.1922945289264,-311.6729782470782,728.3052836150521
104,6,-63.39559161705531,26.27747096891109,11797.742297141403,13099.343750657996,75.9217877103278,519.9515322178581,-519.1977960764012,-27.986503981491058
105,6,-66.4816704957834,22.820348975121743,11398.966034038456,12700.20500967375,75.52553754213227,472.9798229011491,395.4284419283688,-259.51158006090026
106,6,-74.06071185298973,30.659193111659683,9999.916398381169,14999.311583866927,69.30048672662721,657.7523882486848,2.925051677197867,657.7458843045194
107,6,-53.79983976036949,34.96864901233406,12700.734222687264,13999.40958268431,75.94370965388403,643.9167259498233,-544.5054278464137,343.71876440446744
108,6,-77.60839236855215,29.044983188866,10499.201823649752,12301.656743906768,71.64803402067118,661.3691862099645,23.063107987468854,-660.9669382941851
109,6,-65.96182438194292,24.70120491239239,11199.62239843926,12499.700638716771,73.44269892918336,503.41946117219226,66.86487421367842,498.95915913358016
110,6,-67.6416236238373,24.12238177560164,11201.690006037574,12800.346051864586,76.43271214167653,501.6036369781698,444.0646940257215,233.26541996097467
111,6,-74.6368028464758,28.105296736847603,10000.006222287151,14998.891473943817,69.61387526775616,617.7414707384436,-152.6914710216099,598.5731695852666
112,6,-69.77161996271799,25.34366761989592,10199.595650300498,12600.01284874903,78.44199367038583,534.9289361034027,283.155041035324,453.8415906646308
113,6,-67.36993319928276,28.61235606378378,11299.342251695814,12599.467447878018,75.07085222571502,578.7705012628205,523.2181202534699,-247.42290065885567
114,6,-49.431726951094085,39.18477986391712,13202.325210390656,14499.72619828623,74.80151517946366,709.7151556085995,253.452392194613,-662.9158973741442
115,6,-56.65908783061127,32.22677191512193,12501.31425929071,13799.919059612232,75.39116235093621,602.5494226666993,-402.98608589706623,-447.9598434339121
116,6,-63.14843387458197,26.28715275338364,11800.839561789602,13097.724345617604,75.28299386824612,519.151704375408,358.8418355353222,-375.1680013347778
117,6,-79.99911015909575,29.246107930842587,10300.580602409893,12101.192848592753,71.03666837882416,690.9624503492164,228.6228227832433,-652.0434898802495
118,6,-77.71457532119389,30.33629777898204,10199.23837803084,12198.685760486089,72.99221592758123,685.0403016714508,265.8470768543531,631.3521573908718
119,6,-53.46980862855298,36.53351879428805,12897.490765154436,14198.262078911106,73.97897763913362,670.6153909789783,523.5240396607695,-419.10330768816056
120,6,-65.46778701308173,23.46013960932254,11199.075562493214,12499.992241545668,74.09897239659342,479.42554349998994,-464.852289901598,-117.3081426564305
121,6,-45.068894814273065,47.902099525118366,14001.884169252631,15299.52935248542,73.25736771726321,856.2847373135877,302.3739009670673,-801.1202003258675
122,6,-78.08929766138321,29.604274166822297,10198.852505548812,12198.977797237398,74.95689494921405,676.0773941790151,537.0346478661396,-410.69992684584054
123,6,-65.7807077549512,23.160772075476824,11398.563100130506,12698.448579130478,75.69805755927318,475.6191610147559,-197.09441723241255,432.8595349766434
124,6,-65.86024729385154,25.82094282537114,11499.789220831122,12802.18675816692,75.33744298615882,522.5410058696558,402.5160756077259,333.2115119449314
125,6,-64.47078551407881,23.539412512798027,11701.091651375704,12999.25273807362,76.51186997766416,476.4403370340233,65.8410907017819,471.868991912261
126,6,-66.87839139128275,25.50831709477741,11001.004036181512,12299.734713821035,76.20373125813293,521.9661048147511,-468.1726391270594,230.78776949458992
127,6,-39.93561299937343,51.457613578411646,14400.207998021033,15699.653417034098,75.7625350812746,913.3480579688655,378.54625084376636,-831.2084040525735
128,6,-61.354924321658594,28.010166304867564,12100.533904175294,13399.718138176211,75.58935885247334,542.7238630496153,347.86114912900734,-416.58349997346755
129,6,-64.51565994963528,24.3547084935544,11600.877342602873,12900.164348747005,75.06850118373842,490.89871715721534,490.4304556949519,21.43638573644194
130,6,-81.94687410719831,26.031719540584053,10800.70237531411,12000.176694809152,70.09819412214817,659.2033469661147,-657.7009556622752,-44.480395369844786
131,6,-72.13395585450654,26.297121141586786,10800.325743331685,12798.812764426386,73.28340026952455,566.9849514724389,-492.34383551989055,281.1929636775551
132,6,-58.95847657213456,30.58474791361572,12299.747593278393,13599.55185733185,72.77053854790108,580.1147922586058,101.1465421255907,571.2289814192567
133,6,-46.07464033248063,44.049514306245705,13501.443825602577,14800.074143377717,75.35470560021054,790.0956344591227,576.4122474621145,540.3702735782547
134,6,-82.76276713900378,27.547103779903164,10801.105188888676,11997.606120718185,70.87015652282145,696.9523010538248,-364.5865062612947,593.9858494917233
135,6,-44.428359849353534,44.63532539454679,13700.023240463794,14999.64418353066,75.42891668495109,798.3735193787317,747.5577326025856,-280.2814886346635
136,6,-73.67845581254679,24.74353275339291,10201.82316345076,12599.905454790543,79.13461751433864,551.217999833789,-244.68629933069496,493.9330908742727
137,6,-61.555166150384345,29.013107008885985,12000.188595684818,13301.426023490189,75.97292534148913,560.9721210600474,-557.066871608827,-66.07738767962215
138,6,-66.86673765643283,23.1162796777786,11398.764167236126,12699.167313379225,74.35016051831029,480.0475339690272,-139.65648424034643,-459.283900522727
139,6,-84.13208561954688,29.06333106019325,10699.354542086863,12200.156209620382,70.46029288088017,743.7422263090491,-487.02370121294484,562.103561322987
140,6,-63.930583398274806,24.535339742800367,11600.957818660208,12898.927923580626,75.94326938854861,491.6170371296001,483.9103341856378,-86.70697586948214
141,6,-46.76511548884896,42.47936442046945,13497.42013098195,14798.361249397289,74.84411826204801,763.5116393156678,742.3566866334774,-178.48409783805238
142,6,-65.86640477661652,22.07307345811967,11400.429484234077,12699.660447865996,75.53165925218339,456.981927233724,-5.117402840509885,456.9532733293597
143,6,-42.37781580260988,48.04305156056577,14000.085297904256,15299.396669012172,75.2672969530777,855.8311395339483,-855.7032472972762,14.794997832818119
144,6,-84.43959530174436,24.554697880780324,10899.726015789012,12099.973090457344,70.37117917050111,669.6464638341777,-210.44359786304565,635.7199687315755
145,6,-66.86001999921324,23.3152050577824,11201.343060585636,12500.218169894051,75.40391879923796,483.495363269422,-104.99830195594528,471.95669598957755
146,6,-66.34460368590875,24.76350625685828,11200.090203541798,12500.756997626711,76.00106092981346,506.32416725935394,492.7860302365372,116.30172292185905
147,6,-42.82260664062496,48.00278747011529,13998.89175135353,15300.214399739934,75.19314824999248,855.5742408392617,-660.7216730006093,-543.5569449606501
148,6,-51.41788159832058,40.36142302526434,13099.99573265746,14399.166477301267,73.92778490769659,733.6539044301379,-733.5499689855445,-12.348865814020149
149,6,-66.45721923354562,23.964518634870988,11599.219688701556,12899.957772469035,75.03513728384097,492.88445580547494,467.32561045002967,156.65842011256936
150,6,-66.19920087262764,24.434673058364627,11199.326490464624,12499.570309208704,75.6465063082749,499.87496759550464,-89.4879972645938,491.7996355978508
151,6,-46.59084192426357,42.60068466557832,13700.880550104086,14999.40486040047,76.34738633182651,765.4053509517927,641.7462199475533,-417.14163116220305
152,6,-71.74296848866685,28.326456283036688,10498.385026107711,12500.209942774169,74.4647678108714,599.7865741988865,39.308553643270685,598.4970945624635
153,6,-67.78471538761403,23.02967206224367,11401.17133152308,12700.230997382909,74.42617332507461,483.23278330377394,296.4289292984657,381.63308653008244
154,6,-43.69333623398877,46.23820372182098,13900.017772661678,15201.369404984893,76.18663240614252,825.6093470336308,-823.797076506316,54.67330837753723
155,6,-58.54104594185192,31.42366515725118,12400.61272754258,13700.196398856497,77.2319717966691,593.5800733994272,591.1691070346723,-53.44520955799143
156,6,-52.93510850848799,37.34178248149106,12899.30900386906,14198.921654268896,75.16632996575015,683.6788404622267,34.11384623589527,682.8272126905669
157,6,-83.92252859137315,27.242387980287766,10800.35846257478,12000.53806243722,71.31740099885705,708.6563223309785,-333.0346976760815,-625.5251180595936
158,6,-62.28381504773797,28.369736816463828,11998.831362660378,13300.095448922624,74.10278770373455,552.3275742275745,40.288626645397336,-550.8562206376039
159,6,-70.32478874472994,28.16825170196737,10700.181852170195,12299.51346312196,77.98140467489453,587.7471931967492,45.60772236220634,585.9749984185236
160,6,-66.06178811712059,29.306854134420742,11899.491753328924,13199.739111767723,77.24781083181857,584.487766719443,-79.74971541135349,-579.0215301148052
161,6,-83.59298498222256,28.4549854593934,10801.648240935068,11999.390489730098,70.51341349133217,724.9029676362977,-488.8218126036751,535.2920212470655
162,6,-67.66058458931744,24.83746369693526,11200.37550554698,12499.917884449467,76.0124207361421,514.2167538302107,-346.53805667253994,-379.90820627791
163,6,-71.22708837075801,28.34789584512886,10803.155237341249,12800.896389037362,75.7910219501363,596.6888999916146,-398.7153687418285,-443.91857147710186
164,6,-77.90453398845436,28.7271309796951,10997.778102260238,12499.224403805363,80.53179090952881,658.8184511781878,-642.2448166904647,-146.84463574491758
165,6,-63.30449584452467,23.58107285569944,11800.26206330544,13099.970460947956,74.86229049531129,472.4054869040677,398.4036199716409,253.85330340683305
166,6,-67.56124737930894,26.31156728056944,11001.56940837719,12501.831169724408,74.2823159971462,539.4953130184626,275.50755258072985,-463.8434878704942
167,6,-73.67039479270063,30.22266728514431,9998.957444229529,11998.976670489246,61.33993535991476,647.0401837125736,-278.36249870337195,584.1021474488997
168,6,-41.17086108941896,51.63741045150218,14500.787633340256,15800.309422279435,73.25240933473317,917.5814960787151,356.3644056526416,845.5531989945355
169,6,-66.40114057774042,26.147020661073405,11200.182719619954,12499.138008892263,74.3911937116994,530.8075567019351,513.4822473011355,134.5088991793984
170,6,-74.98512443438196,29.91516420080436,9999.01302732762,15002.45365815017,68.95602687899654,652.3324858963467,-548.8127878728216,-352.6218881790647
171,6,-72.07683994362579,25.927823205970345,10199.828330904817,12601.75040716778,79.07420873481195,560.1217393095205,-246.2160590551747,-503.1043779480171
172,6,-70.37503447583948,26.412673929880544,10200.47996896079,12601.11155633842,78.68506973643137,557.3384782849448,554.3141098733998,57.98316110939787
173,6,-39.608799602657456,54.58309294047709,14501.12518775851,15800.386822015782,74.82257407295329,967.7708314959577,-964.9785088017202,-73.46332312920335
174,6,-76.6805975373698,28.95859347013882,10499.180311583572,12300.378692569113,70.95714002696153,650.7930119157165,95.76104717412687,643.7090695356441
175,6,-68.97472882982676,27.701450505235744,10899.728415925523,12399.959129823055,74.70986594738763,571.5210868300966,-349.7988192172076,-451.97028526851415
176,6,-82.13013357352314,28.02746418539548,10801.217010851571,11999.753378891275,67.47788061813984,696.5989830389702,318.71761538337466,619.410384813867
177,6,-69.72527637775902,27.804741218356195,10199.155260923506,12600.448705627916,80.18360829017782,577.7194378726942,-209.50415847841538,-538.3936816830161
178,6,-69.35394804127438,28.591296293522543,10699.269618395549,12300.95183794958,74.37866717945177,589.284752647124,-446.2517623503794,384.8582652114447
179,6,-68.30110968620876,24.501380966586343,11200.991246295283,12498.677310260597,75.39834355686692,511.7595703488092,471.8511554185398,-198.12709298272858
180,6,-71.39042770781856,25.7315967564943,10200.467547853004,12599.472821560326,80.29400001776638,551.9905295358246,358.4339333247184,419.78406370253197
181,6,-62.61108470293093,26.20634038416731,11999.020661360184,13298.3539885331,73.98939180712317,515.6838076664704,-279.2282351734913,433.5451327962138
182,6,-82.99660175584798,26.86367668977351,10799.402466214417,11998.94020411383,70.20648385857808,688.323468992868,520.6610958916979,450.2235235871533
183,6,-47.90612313410315,41.03923336007328,13399.113430392485,14700.60019545834,73.88865124695256,739.8779950462546,658.5882788917314,-337.16602210200904
184,6,-77.25523054117652,31.15921497748231,10200.1708585361,12200.733985416147,74.86444749962436,694.8525565806649,498.50355092643866,-484.0602081357418
185,6,-60.47837348795279,30.001417698526257,12300.747165185512,13599.953823534916,74.58194507576796,574.6263269630216,-28.661220075771098,573.9110994768978
186,6,-51.32462002490819,38.17272902703249,13099.961564292586,14399.815850675615,74.28045946566571,695.184595551482,-372.55737014127175,-586.9264245589025
187,6,-51.00091710573581,38.87764547200276,13100.575003437689,14399.392267723752,75.24345950433086,706.9483154937664,289.794309037519,-644.8218197525118
188,6,-57.44051979973119,30.638184079729125,12400.166527279727,13701.022436726113,76.16975153523308,576.7844076045637,-542.4384085420907,-196.063320878923
189,6,-73.86982866089264,29.07373554091925,10001.145971963882,15001.124696993698,69.2988753635157,628.4941798936574,-617.6188895188637,-116.41237678909597
190,6,-75.83875844744607,29.85976973331736,9999.219247801231,12000.25426341486,59.78491334508773,658.804313186845,33.711812437361445,657.9412107291796
191,6,-73.36416008944337,29.749467615691778,10000.385021047685,12000.364908540598,61.15000112996014,636.4028141652277,530.5830632817712,351.41166007398425
192,6,-44.67831863903436,45.5931380727604,13699.497113666072,15000.16540858314,75.96889962125826,815.4213393210537,651.2045049932412,-490.7592620589535
193,6,-66.22236702045883,24.913398522018067,11499.473492001256,12800.382731625294,74.10423589123585,508.3628880874563,412.05768470577,-297.7268722496172
194,6,-75.70453793957937,30.292726030571988,12000.179922870766,14000.770625830652,73.6123185121971,665.1831675995575,-445.81413928175334,-493.6784375220883
195,6,-48.7275641513912,41.4836935520644,13299.965585311407,14599.934731995232,75.2134820187896,748.860528300036,-397.39770095839475,634.7181721983319
196,6,-84.7014491116025,20.31966051341394,150.34064412719655,174.1338776100613,91.2404874126204,599.7025219037641,-350.08242017418513,486.91417504804684
197,6,-74.53140313832719,32.19172957180946,12003.17149011902,14001.194600017769,71.28954922770836,688.384076451717,-103.6024236887851,-680.5432936397895
198,6,-84.70398774094754,17.62364136611882,149.84257923792623,175.09229901277183,90.6707934054668,552.5629592042044,441.06235596062544,-332.8510508305026
