User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation,x_coordinate,y_coordinate
48,6,-54.28210748006191,35.192083375783994,12900.993968976873,14199.872341778046,73.50887114118174,-31.194813691462514,-3.734793927394975
49,6,-44.31313850719663,47.03464387576779,13900.045078158084,15199.62429259022,74.23625310715366,-40.20226573641958,-11.888413932415276
50,6,-65.58080224235984,23.19044877117632,11499.744482257727,12799.393010464424,74.30620065318318,8.130330471799226,19.08915892731325
51,6,-61.79162192684804,27.96380129988209,11900.696221988226,13199.854799813438,75.8994054623759,24.366706066042667,-4.521549017353337
52,6,-74.03547248694616,28.833639388635024,10001.353113110506,12000.693253704312,59.071373486982864,3.9475326559356887,-25.092406051152096
53,6,-73.5404819579907,27.712503390392797,10500.714949946238,12500.859645951765,74.1965473991848,22.833957945805537,-8.936335121566003
54,6,-55.701772878273744,34.71188926051865,12601.197154490284,13900.546177426368,74.92993297494733,24.322113302928173,-18.724872855270817
55,6,-51.55704998990321,37.46743205826927,12898.69737856825,14200.626192607282,74.42991035029999,-27.35249392631934,-19.005534551707015
56,6,-67.77817760869364,24.628880331460923,11199.574407873732,12498.756004865778,76.00320955981807,19.258387341651257,-10.11511646000963
57,6,-68.50085940027911,21.97359811150143,11199.958063649874,12500.048944630113,76.07454277934055,16.53493699969495,10.495278815673899
58,6,-64.92137186874709,22.284918758022062,11399.948761474923,12701.185744434471,72.22541663922911,6.51750910260219,18.85733118824318
59,6,-43.85657211236541,44.46189068080483,13698.72178430099,14999.124314083076,74.00723055384576,37.92935801270909,11.265811522675435
60,6,-43.506310129288735,49.895000938790005,14099.82379663382,15399.49092740154,75.34608346855565,-20.354118472356774,39.63479092497829
61,6,-79.47595083064634,31.588569585640982,10500.652893014778,12300.427164019964,70.50583979189527,-21.62555327288908,18.25630847179653
62,6,-55.89822331679024,33.359200970892495,12398.297910033389,13701.01090873966,73.61966777021655,-4.066540486543616,29.55498239036362
63,6,-49.19918114924699,40.12920022902991,13200.5629625132,14500.425899167534,76.09676472435436,16.88168553520896,-31.16937421961866
64,6,-49.55707938061753,43.06367066410819,13300.012623501414,14599.776916733215,74.12522620289275,-23.9382800152175,30.154096830565834
65,6,-66.28391544762665,25.62077501479638,11799.812206293804,13099.867698049544,75.31546615022009,-4.5005348827983624,22.520369792966378
66,6,-81.6245033904425,29.95034470804533,10300.563001301369,12099.221306747277,69.31934593464581,-25.81961473263273,-6.85462568813243
67,6,-51.36987212667207,38.752271056781936,13099.469794725102,14401.140495938094,76.85571440429835,21.759204936118692,26.839727058015313
68,6,-77.82698741835937,30.95432970294153,11000.050786649826,13000.68424681618,74.05277444396177,8.790796423224407,-25.829134764188595
69,6,-76.240436834907,30.86110974175707,12000.277360117432,14001.258073606676,68.80555403558347,24.439939284651885,12.569103816494405
70,6,-39.78526227159585,49.37032160110275,14301.134863375348,15599.962791734184,74.81620056847969,43.74156889480031,-3.412823902230386
71,6,-77.64706847735408,31.911862413002996,11002.3342400951,12999.06572140501,75.21653195567532,3.868606199962457,-27.86833532890634
72,6,-66.5788257825218,25.140827152721595,11499.790001398978,12800.478706054815,74.87949335598445,7.000810535196294,21.373407137705385
73,6,-68.16581601811883,24.612668636650007,10999.14313185168,12500.423867593292,75.81531389307308,21.821600536838588,0.9537788888898433
74,6,-65.62891304941513,24.75053012343532,11499.282662105064,12802.645353445394,74.45050266763661,8.723592795449733,-19.951694260198877
75,6,-62.48635423200231,23.73669883683388,11701.639212334794,12999.302654194207,73.75985536409007,-5.754277418432906,-20.11472529416551
76,6,-62.00754752807831,27.93790204111168,12101.66638040157,13400.14105656657,74.79654639597938,-3.3654186526202636,-24.400015711450507
77,6,-65.2456636757551,28.28644573829205,11100.68374331722,12400.06540955928,75.8262447959356,3.2658102467742225,-24.70105321926252
78,6,-68.1445346597814,25.3758147854114,11399.7740158345,12700.21456398453,73.54530612889603,20.1119187845854,10.305815314713229
79,6,-79.91051935392612,27.26894637188745,10501.34394613466,12301.61697880551,70.26153957389633,-15.395903244885346,19.002954792583267
80,6,-65.86848602626412,25.77632212914841,11199.426866811626,12800.065469490755,75.79059361289708,17.049980450684018,15.427427754198249
81,6,-62.31501408562184,26.632711861948245,11800.535155152622,13099.102906002492,74.52584758968709,15.385372657770674,-17.731181013093305
82,6,-68.42918999245458,24.422570065525363,10998.765270500868,12499.63880581475,75.38547989325079,-15.640485096886579,-14.976160153375915
83,6,-67.27004018227312,26.851000022599457,11298.634844223736,12599.441073729256,74.2107609846783,-11.734059886848385,21.026609500046774
84,6,-64.20324066531832,28.444859497624297,11900.408259458463,13199.186118132417,75.15806514403795,23.25484891916973,10.017585882298377
85,6,-80.19894722418707,28.559366501988784,11000.53407510947,12501.953588679651,81.69432832343125,-9.603940506331938,23.719310188112416
86,6,-55.39556231580894,33.98100187744012,12600.915662595316,13899.316474321204,76.35870723028704,-13.866625486276249,27.068343632726013
87,6,-47.2403033321316,42.325810200414594,13500.203408052746,14798.930584375494,73.72383483903475,-4.910490324076093,-37.08491853844714
88,6,-67.34072388649508,22.942538084605083,11201.160559011449,12802.24095356976,74.06701556443544,-13.360401323996669,-15.302334399719669
89,6,-77.28280750179576,28.49447684741653,10199.894920166667,12199.929868870662,76.29682082789334,19.181113779738027,-16.27365611047776
90,6,-59.32130045058878,29.19550215842907,12199.854948219185,13500.69777110736,75.20232289958003,-25.706204310120768,4.699042750494584
91,6,-49.25163696592758,40.00066926556362,13301.699548090031,14601.34251187974,74.71378376650445,25.947322524309726,24.4471000419325
92,6,-66.29138373415185,25.93220491534464,10999.77181401562,12298.791553138566,73.76549566648444,-5.379950270478446,-22.22288503262159
93,6,-81.11011783174129,27.588566143972745,10700.77926035193,12200.121357181502,68.97531541421733,1.5722358130312415,-24.24900862903776
94,6,-42.06190023120469,50.37226977944873,14198.154814863672,15499.814017532715,75.12914587157798,-41.68214975588575,-16.605582928882626
95,6,-49.68330581252229,37.82009682922815,13101.364041508376,14400.935707904062,73.91736882879584,4.333902105728072,-33.100602080798936
96,6,-54.171974209735225,35.245538601706336,12802.169761592551,14100.578195627051,73.8043756594064,-31.46748976297546,1.4154389896456507
97,6,-62.5407541903027,27.5217837449314,11900.226389290976,13200.207067055531,75.79913027645128,-24.36078418109915,-3.283698455674923
98,6,-63.16649930766869,27.070437076842893,11999.654962995122,13300.03269966994,75.90247952284659,-21.75191446938956,10.766414461961489
99,6,-67.75545921936083,23.951603420668555,10899.304389053752,12400.110991811696,73.37683941334024,20.974301980791964,3.5783519645140416
100,6,-49.22681528798944,39.76039360128549,13200.72844306441,14498.177250806224,75.60888426883376,27.49748439514552,22.340779512864458
101,6,-78.02563968776212,30.473505023799763,10200.834597871672,12201.062353829238,74.94585872424034,26.528471246062026,5.50512286552609
102,6,-69.16974714890377,25.16870521153003,11001.267276822422,12498.23959935587,74.25205150050886,-14.770425219198401,-16.701132438924503
103,6,-46.5499793034566,44.134418987101405,13501.206574336022,14800.091234465735,73.49953475823061,-15.56100089770986,36.229440671881946
104,6,-63.39559161705531,26.27747096891109,11797.742297141403,13099.343750657996,75.9217877103278,-23.467988194237037,-1.060553198058443
105,6,-66.4816704957834,22.820348975121743,11398.966034038456,12700.20500967375,75.52553754213227,16.904668811406765,-10.924017673396278
106,6,-74.06071185298973,30.659193111659683,9999.916398381169,14999.311583866927,69.30048672662721,0.029464958481057124,27.4230366032522
107,6,-53.79983976036949,34.96864901233406,12700.734222687264,13999.40958268431,75.94370965388403,-26.435173327708654,16.77245680797982
108,6,-77.60839236855215,29.044983188866,10499.201823649752,12301.656743906768,71.64803402067118,0.8103231949850738,-25.583009398109894
109,6,-65.96182438194292,24.70120491239239,11199.62239843926,12499.700638716771,73.44269892918336,2.8308243081906994,21.93777691219313
110,6,-67.6416236238373,24.12238177560164,11201.690006037574,12800.346051864586,76.43271214167653,18.932910412742658,10.157878227029087
111,6,-74.6368028464758,28.105296736847603,10000.006222287151,14998.891473943817,69.61387526775616,-6.280881998542171,24.38072308517532
112,6,-69.77161996271799,25.34366761989592,10199.595650300498,12600.01284874903,78.44199367038583,11.85927394857056,19.290942273618413
113,6,-67.36993319928276,28.61235606378378,11299.342251695814,12599.467447878018,75.07085222571502,22.95138088955254,-10.66717001300242
114,6,-49.431726951094085,39.18477986391712,13202.325210390656,14499.72619828623,74.80151517946366,12.374556088448713,-32.30894506002859
115,6,-56.65908783061127,32.22677191512193,12501.31425929071,13799.919059612232,75.39116235093621,-19.293319099546025,-21.081681850931616
116,6,-63.14843387458197,26.28715275338364,11800.839561789602,13097.724345617604,75.28299386824612,16.095081497495926,-16.67488729243604
117,6,-79.99911015909575,29.246107930842587,10300.580602409893,12101.192848592753,71.03666837882416,8.528851185943424,-24.314379801725792
118,6,-77.71457532119389,30.33629777898204,10199.23837803084,12198.685760486089,72.99221592758123,10.396042794491024,25.025090782373212
119,6,-53.46980862855298,36.53351879428805,12897.490765154436,14198.262078911106,73.97897763913362,25.31604923104524,-20.080847447135383
120,6,-65.46778701308173,23.46013960932254,11199.075562493214,12499.992241545668,74.09897239659342,-20.356728374716326,-4.902333369725582
121,6,-45.068894814273065,47.902099525118366,14001.884169252631,15299.52935248542,73.25736771726321,14.977432307426454,-39.604638725286776
122,6,-78.08929766138321,29.604274166822297,10198.852505548812,12198.977797237398,74.95689494921405,20.857648196270162,-15.775524840987359
123,6,-65.7807077549512,23.160772075476824,11398.563100130506,12698.448579130478,75.69805755927318,-8.642372221523928,18.914958896858238
124,6,-65.86024729385154,25.82094282537114,11499.789220831122,12802.18675816692,75.33744298615882,17.627494473220963,14.818075760050178
125,6,-64.47078551407881,23.539412512798027,11701.091651375704,12999.25273807362,76.51186997766416,2.8060142072598495,20.89978861813171
126,6,-66.87839139128275,25.50831709477741,11001.004036181512,12299.734713821035,76.20373125813293,-20.47472834144773,10.211755372346943
127,6,-39.93561299937343,51.457613578411646,14400.207998021033,15699.653417034098,75.7625350812746,18.907785736775722,-41.39307261791585
128,6,-61.354924321658594,28.010166304867564,12100.533904175294,13399.718138176211,75.58935885247334,15.902060191583672,-18.898140914920162
129,6,-64.51565994963528,24.3547084935544,11600.877342602873,12900.164348747005,75.06850118373842,21.58431475480441,1.1400194729870492
130,6,-81.94687410719831,26.031719540584053,10800.70237531411,12000.176694809152,70.09819412214817,-23.230151654737455,-1.3643883255521416
131,6,-72.13395585450654,26.297121141586786,10800.325743331685,12798.812764426386,73.28340026952455,-20.435322603857927,11.777776552086863
132,6,-58.95847657213456,30.58474791361572,12299.747593278393,13599.55185733185,72.77053854790108,4.658708519378209,26.94112978853427
133,6,-46.07464033248063,44.049514306245705,13501.443825602577,14800.074143377717,75.35470560021054,28.537342967653714,26.950498822579462
134,6,-82.76276713900378,27.547103779903164,10801.105188888676,11997.606120718185,70.87015652282145,-12.92979517406593,21.045279027384737
135,6,-44.428359849353534,44.63532539454679,13700.023240463794,14999.64418353066,75.42891668495109,37.14150543998136,-13.720588944588911
136,6,-73.67845581254679,24.74353275339291,10201.82316345076,12599.905454790543,79.13461751433864,-9.877081945758533,19.886079377254802
137,6,-61.555166150384345,29.013107008885985,12000.188595684818,13301.426023490189,75.97292534148913,-25.75912325586158,-2.839455291583249
138,6,-66.86673765643283,23.1162796777786,11398.764167236126,12699.167313379225,74.35016051831029,-6.083161495640653,-19.44556918869749
139,6,-84.13208561954688,29.06333106019325,10699.354542086863,12200.156209620382,70.46029288088017,-17.04667942975405,19.70254002223008
140,6,-63.930583398274806,24.535339742800367,11600.957818660208,12898.927923580626,75.94326938854861,21.42325360415775,-3.64746334129633
141,6,-46.76511548884896,42.47936442046945,13497.42013098195,14798.361249397289,74.84411826204801,36.70320138632562,-8.623331170415511
142,6,-65.86640477661652,22.07307345811967,11400.429484234077,12699.660447865996,75.53165925218339,-0.3122056035071239,19.79691815630359
143,6,-42.37781580260988,48.04305156056577,14000.085297904256,15299.396669012172,75.2672969530777,-42.885945635895716,0.9331155719471411
144,6,-84.43959530174436,24.554697880780324,10899.726015789012,12099.973090457344,70.37117917050111,-6.966492726219457,20.897214965358643
145,6,-66.86001999921324,23.315205057782396,11201.343060585636,12500.218169894051,75.40391879923796,-4.602716778777889,20.407114692446356
146,6,-66.34460368590875,24.76350625685828,11200.090203541798,12500.756997626711,76.00106092981346,21.3793265497129,5.247047723008265
147,6,-42.82260664062496,48.00278747011529,13998.89175135353,15300.214399739934,75.19314824999248,-33.11708423495537,-26.88798763036486
148,6,-51.41788159832058,40.36142302526434,13099.99573265746,14399.166477301267,73.92778490769659,-36.04384676877389,-0.4077916146404874
149,6,-66.45721923354562,23.964518634870988,11599.219688701556,12899.957772469035,75.03513728384097,20.15030537885697,6.959929384614142
150,6,-66.19920087262764,24.434673058364627,11199.326490464624,12499.570309208704,75.6465063082749,-3.9889627957645786,21.544877557667732
151,6,-46.59084192426357,42.60068466557832,13700.880550104086,14999.40486040047,76.34738633182651,31.728335271515164,-20.423088205661458
152,6,-71.74296848866685,28.326456283036688,10498.385026107711,12500.209942774169,74.4647678108714,1.5618626460119742,25.29757294389188
153,6,-67.78471538761403,23.02967206224367,11401.17133152308,12700.230997382909,74.42617332507461,12.493439692367787,16.347618931081342
154,6,-43.69333623398877,46.23820372182098,13900.017772661678,15201.369404984893,76.18663240614252,-41.19401161443269,2.914809849122392
155,6,-58.54104594185192,31.42366515725118,12400.61272754258,13700.196398856497,77.2319717966691,27.788837093728844,-2.3171461505483677
156,6,-52.93510850848799,37.34178248149106,12899.30900386906,14198.921654268896,75.16632996575015,1.5679327944292254,33.31666881574441
157,6,-83.92252859137315,27.242387980287766,10800.35846257478,12000.53806243722,71.31740099885705,-11.49753538629301,-21.15976512766268
158,6,-62.28381504773797,28.369736816463828,11998.831362660378,13300.095448922624,74.10278770373455,1.7515617163865045,-24.931891794840084
159,6,-70.32478874472994,28.16825170196737,10700.181852170195,12299.51346312196,77.98140467489453,1.8552630551971419,25.135734095305736
160,6,-66.06178811712059,29.306854134420742,11899.491753328924,13199.739111767723,77.24781083181857,-3.654374210868909,-25.587848352393152
161,6,-83.59298498222256,28.4549854593934,10801.648240935068,11999.390489730098,70.51341349133217,-17.18608235512619,18.85592683592624
162,6,-67.66058458931744,24.83746369693526,11200.37550554698,12499.917884449467,76.0124207361421,-15.003746443618894,-16.100838465126202
163,6,-71.22708837075801,28.34789584512886,10803.155237341249,12800.896389037362,75.7910219501363,-16.967315495991116,-18.533998481643124
164,6,-77.90453398845436,28.7271309796951,10997.778102260238,12499.224403805363,80.53179090952881,-25.040454810086416,-5.490843772628438
165,6,-63.30449584452467,23.58107285569944,11800.26206330544,13099.970460947956,74.86229049531129,17.624924196801345,11.44890572641036
166,6,-67.56124737930894,26.31156728056944,11001.56940837719,12501.831169724408,74.2823159971462,11.878426867748487,-19.894572977706588
167,6,-73.67039479270063,30.22266728514431,9998.957444229529,11998.976670489246,61.33993535991476,-11.675205159432466,24.424875975066826
168,6,-41.17086108941896,51.63741045150218,14500.787633340256,15800.309422279435,73.25240933473317,17.774133608485755,42.453824940973675
169,6,-66.40114057774042,26.147020661073405,11200.182719619954,12499.138008892263,74.3911937116994,22.441400603160034,6.079730898683778
170,6,-74.98512443438196,29.91516420080436,9999.01302732762,15002.45365815017,68.95602687899654,-22.513396835636044,-14.16539012466032
171,6,-72.07683994362579,25.927823205970345,10199.828330904817,12601.75040716778,79.07420873481195,-10.245507761642699,-20.48646632240309
172,6,-70.37503447583948,26.412673929880544,10200.47996896079,12601.11155633842,78.68506973643137,23.310685190487845,2.635853799491912
173,6,-39.608799602657456,54.58309294047709,14501.12518775851,15800.386822015782,74.82257407295329,-48.578357507457795,-3.484119884650923
174,6,-76.6805975373698,28.95859347013882,10499.180311583572,12300.378692569113,70.95714002696153,3.7041220784473268,25.63310249037717
175,6,-68.97472882982676,27.701450505235744,10899.728415925523,12399.959129823055,74.70986594738763,-15.196464895723864,-19.25948189113012
176,6,-82.13013357352314,28.027464185395477,10801.217010851571,11999.753378891275,67.47788061813984,11.332142823827553,22.328049801902765
177,6,-69.72527637775902,27.804741218356195,10199.155260923506,12600.448705627916,80.18360829017782,-9.074782581627147,-22.816389317746797
178,6,-69.35394804127438,28.591296293522543,10699.269618395549,12300.95183794958,74.37866717945177,-19.38077472206443,16.778427669214196
179,6,-68.30110968620876,24.501380966586343,11200.991246295283,12498.677310260597,75.39834355686692,20.03349108362282,-8.228496564760135
180,6,-71.39042770781856,25.7315967564943,10200.467547853004,12599.472821560326,80.29400001776638,14.793410803548369,17.574039110986078
181,6,-62.61108470293093,26.20634038416731,11999.020661360184,13298.3539885331,73.98939180712317,-12.733499548485653,19.761819147673037
182,6,-82.99660175584798,26.86367668977351,10799.402466214417,11998.94020411383,70.20648385857808,18.010742694471247,15.800118336178542
183,6,-47.90612313410315,41.03923336007328,13399.113430392485,14700.60019545834,73.88865124695256,32.451930830600645,-16.41312148448607
184,6,-77.25523054117652,31.15921497748231,10200.1708585361,12200.733985416147,74.86444749962436,19.822913830863342,-19.081678009295672
185,6,-60.47837348795279,30.001417698526257,12300.747165185512,13599.953823534916,74.58194507576796,-1.4251129993517395,26.8059651211678
186,6,-51.32462002490819,38.17272902703249,13099.961564292586,14399.815850675615,74.28045946566571,-18.31680043118898,-28.42567653634198
187,6,-51.00091710573581,38.87764547200276,13100.575003437689,14399.392267723752,75.24345950433086,14.10573033293278,-31.296700234250494
188,6,-57.44051979973119,30.638184079729125,12400.166527279727,13701.022436726113,76.16975153523308,-25.761456719707056,-9.053518374767236
189,6,-73.86982866089264,29.07373554091925,10001.145971963882,15001.124696993698,69.2988753635157,-25.544861900999464,-4.586908460397993
190,6,-75.83875844744607,29.85976973331736,9999.219247801231,12000.25426341486,59.78491334508773,1.2692231035488106,26.678634915981732
191,6,-73.36416008944337,29.749467615691778,10000.385021047685,12000.364908540598,61.15000112996014,22.004170403802135,14.784166168076368
192,6,-44.67831863903436,45.5931380727604,13699.497113666072,15000.16540858314,75.96889962125826,32.34579266972759,-24.173430950941224
193,6,-66.22236702045883,24.913398522018067,11499.473492001256,12800.382731625294,74.10423589123585,17.89810584801775,-12.76217956519558
194,6,-75.70453793957937,30.292726030571988,12000.179922870766,14000.770625830652,73.6123185121971,-18.1790422369439,-19.7705352419038
195,6,-48.7275641513912,41.4836935520644,13299.965585311407,14599.934731995232,75.2134820187896,-19.703826890748687,31.420962599721292
196,6,-84.7014491116025,20.31966051341394,150.34064412719655,174.1338776100613,91.2404874126204,-10.65938421839465,14.847113151377997
197,6,-74.53140313832719,32.19172957180946,12003.17149011902,14001.194600017769,71.28954922770836,-4.408183597487579,-28.067613252017637
198,6,-84.70398774094754,17.62364136611882,149.84257923792623,175.09229901277183,90.6707934054668,12.440307419522597,-9.232379395740196
199,6,-44.23167794135431,45.4139354908183,13798.931513554924,15099.594347623864,74.69692081825558,30.60420986539242,-26.077040762139887
200,6,-66.88834242715083,24.773020828778776,11199.94514426425,12500.799388900625,75.31690650830127,4.026484337651823,-21.4183572557196
201,6,-66.9759601043498,24.400912296440303,11200.719705465646,12500.54276902777,74.97839509705618,-13.733495038604914,-16.676398695889375
202,6,-41.58863910115302,51.36344709593882,14197.993891355269,15501.47551972258,75.41867399134829,39.41947401362876,23.202844575112223
203,6,-65.89058350567188,23.93300988081523,10998.362858196828,12300.88482906814,74.59321346233642,11.14770364271574,18.256804986894707
204,6,-74.19179910198883,31.10391662801243,10001.000111646978,14998.87311146439,70.62884341431132,22.176737214825366,-16.243032302306815
205,6,-80.89417402335276,27.83326892882909,10697.67626685295,12198.838379417768,70.93941406784319,-19.547393149229052,-15.129131750207208
206,6,-81.23918897594939,28.98548030534069,11000.008957581304,12500.36659084934,80.92195613852337,25.68731085663508,1.682218906031693
207,6,-74.84487443102043,32.68318423204072,11999.225333921891,14000.198188018776,69.42783693712643,23.304605111732954,17.47252512576192
208,6,-80.05241301447649,31.38953391052871,11000.256879301733,12500.734832971091,79.04106403705849,-14.552853716225243,-23.664177781840877
209,6,-74.83266715011165,29.749113913907188,10000.479862921096,14999.384668988583,71.4910751773884,26.397342947549063,1.035612307743932
210,6,-56.060170561496925,34.72591993782503,12799.835309303397,14101.856198237563,75.05354232840847,16.351748015406926,26.317619661197867
211,6,-84.89085255133445,18.69883908864069,150.1394806009456,173.43022766482198,90.4562004237504,-15.975477669272976,-4.810207824191679
212,6,-54.529191567775726,33.68517889792822,12700.076583328677,13999.733292232697,76.61355292224358,-10.806125848241706,-27.74797555866749
213,6,-40.50062401810322,53.1698493732453,14500.45670540357,15799.3524372812,76.27263242111025,-27.459688417028644,-38.344550482302644
214,6,-73.3733310273997,28.590569278571017,10499.74163201401,12500.531419776718,74.94384358103535,4.007941271612495,25.255125717747973
215,6,-45.45854765766504,43.30079666071588,13498.845956403487,14800.103858412072,74.8991766899061,-9.172872065207656,-37.178293824589446
216,6,-83.78905784086764,24.20376568566892,10901.472829372848,12100.032072148451,69.8151783506273,1.6336610584670268,21.62139936950821
217,6,-65.69215048976275,24.65209166164769,11499.040741842617,12800.567416670185,74.32515740313195,-10.111603597908541,19.677288257324463
218,6,-57.00271154139068,31.763566281803847,12402.15189187588,13700.033587690292,75.29311826488951,-0.7157675040015334,-28.006113759481906
219,6,-44.822149606844526,46.18742819401191,13799.660139491463,15102.138312688534,74.80296408467322,-24.354420861366947,-32.93304568684101
220,6,-60.1936473674931,30.112051008380757,12099.858440755892,13401.828635983573,74.50384117891264,15.569885256882657,-21.515532895396674
221,6,-84.90984633829639,18.491265137002163,151.6439584421152,176.85372108083556,90.39068507650362,-9.126501841858413,-13.536226924668327
222,6,-79.30444462976688,29.41570050318388,10199.62214289339,12199.83343800768,76.30222535678772,-23.920886664924325,-10.675473427266638
223,6,-59.32231608139302,32.035708589886326,12398.949126676078,13699.651470395478,74.59727546975579,23.645484036663944,15.990458414510869
