User_ID,Distance_meters
1222,1315.46
1223,1338.28
1224,1860.71
1225,1332.33
1226,2289.16
1227,1610.82
1228,1372.22
1229,1077.69
1230,1336.54
1231,1427.89
1232,1184.52
1233,1571.61
1234,2001.34
1235,1362.26
1236,1343.9
1237,2134.27
1238,1286.91
1239,1205.35
1240,1314.8
1241,1518.52
1242,1512.66
1243,1261.94
1244,1393.21
1245,2085.55
1246,2623.78
1247,2297.75
1248,2017.13
1249,1299.17
1250,2076.44
1251,1456.77
1252,2012.61
1253,1225.27
1254,1268.91
1255,1311
1256,2581.3
1257,1994.06
1258,1950.65
1259,1448.17
1260,1284.3
1261,1828.32
1262,1611.67
1263,1869.8
1264,1398.57
1265,1461.65
1266,1499.96
1267,1674.84
1268,1385.72
1269,2681.76
1270,2050.52
1271,1285.05
1272,2282.16
1273,1319.24
1274,1481.25
1275,1412.92
1276,2396.2
1277,2058.12
1278,1508.37
1279,2045.8
1280,1352.33
1281,2703.34
1282,994.789
1283,1965.99
1284,1196.46
1285,1607.94
1286,1444.81
1287,1328.66
1288,1297.18
1289,1883.39
1290,2238.27
1291,1246.59
1292,1462.48
1293,1361.59
1294,1350.3
1295,1396.66
1296,2656.5
1297,1212.73
1298,2604.61
1299,1570.06
1300,1346.4
1301,1499.09
1302,1415.34
1303,1165.59
1304,2254.37
1305,1405.47
1306,2192.48
1307,1333.55
1308,1361.64
1309,1670.98
1310,1272.32
1311,2042.43
1312,2111.2
1313,1613.5
1314,2355.23
1315,1597.45
1316,1342.31
1317,1159.31
1318,1230.43
1319,1329.54
1320,1459.01
1321,1281.07
1322,2243.59
1323,1348.9
1324,1323.65
1325,1630.5
1326,1322.73
1327,1367.07
1328,1830.23
1329,1524.24
1330,1913.32
1331,1603.71
1332,1980.37
1333,1380.35
1334,1366.98
1335,1413.98
1336,1438.82
1337,1464.75
1338,1314.67
1339,1782.27
1340,1467.94
1341,2414.9
1342,1154.08
1343,1356.59
1344,1423.73
1345,1283.26
1346,1335.44
1347,1638.23
1348,2239.54
1349,1300.84
1350,1429.95
1351,1580.43
1352,1739.32
1353,1344.09
1354,1208.78
1355,2172.59
1356,2153.49
1357,1904.63
1358,1541.6
1359,1639.27
1360,1386.39
1361,1238.37
1362,1180.87
1363,1560.48
1364,1503.3
1365,938.66
1366,1816.73
1367,2388.58
1368,1397.67
1369,1933.73
1370,1437.67
1371,2252.42
1372,2331.88
1373,1403.67
1374,1729.03
1375,2613.82
1376,1470.3
1377,1240.49
1378,1397.38
1379,2626.2
1380,1586.26
1381,1454.67
1382,1169.98
1383,1437.75
1384,1470.77
1385,1288.61
1386,1463.02
1387,1398.43
1388,1353.97
1389,1258.1
1390,2382.63
1391,1456.37
1392,1223.97
1393,1512.11
1394,1213.55
1395,2587.73
1396,2615.14
1397,1259.78
1398,2447.86
1399,2172.57
1400,1484.94
1401,1925.79
1402,1617.83
1403,2466.18
1404,2383.67
1405,1291.01
1406,1271.32
1407,1862.46
1408,2105.19
1409,1628.69
1410,1459.15
1411,1188.68
1412,1258.92
1413,1504.68
1414,1258.64
1415,1597.38
1416,1457.4
1417,1984.47
1418,1282.85
1419,1698.66
1420,1166.37
1421,2559.72
1422,1350.24
1423,1344
1424,2493.5
1425,1248.51
1426,2130.2
1427,1039.73
1428,1978.49
1429,1716.23
1430,1332.03
1431,1220.88
1432,1368
1433,2227.94
1434,1382.76
1435,2657.78
1436,1961.17
1437,1370.03
1438,1554.24
1439,1669.4
1440,1474.91
1441,1896.24
1442,2599.51
1443,1309.63
1444,2540
1445,2250.84
1446,1665.97
1447,1533.38
1448,935.299
1449,1890.65
1450,2463.27
1451,2315.93
1452,1123.47
1453,1136.51
1454,1188.26
1455,991.717
1456,1009.34
1457,959.558
1458,963.201
1459,1015.36
1460,1048.29
1461,943.754
1462,985.724
1463,990.695
1464,988.08
1465,955.403
1466,1002.21
1467,964.848
1468,1020.95
1469,1055.78
1470,938.791
1471,967.219
1472,979.187
1473,1055.24
1474,1062.87
1475,959.403
1476,926.882
1477,986.457
1478,954.903
1479,856.194
1480,992.538
1481,1025.57
1482,945.736
1483,974.238
1484,1035.27
1485,1014.63
1486,946.518
1487,1065.76
1488,1017.05
1489,1070.42
1490,914.166
1491,975.377
1492,896.589
1493,991.559
1494,1000.05
1495,935.323
1496,1016.45
1497,977.35
1498,1003.81
1499,1060.84
1500,1033.33
1501,1026.36
1502,968.957
1503,1055.38
1504,1010.41
1505,989.754
1506,1024.98
1507,1041.61
1508,1081.23
1509,967.353
1510,1021.2
1511,927.224
1512,1019.14
1513,977.683
1514,946.197
1515,995.845
1516,977.022
1517,936.091
1518,1005.17
1519,981.969
1520,977.708
1521,966.255
1522,979.399
1523,923.888
1524,942.45
1525,952.415
1526,1011.44
1527,937.35
1528,979.69
1529,897.437
1530,1030.41
1531,1011.23
1532,960.626
1533,944.854
1534,1009.72
1535,976.73
1536,1083.95
1537,944.1
1538,1053.82
1539,1102.28
1540,917.597
1541,926.313
1542,1145.82
1543,977.18
1544,1004.05
1545,956.667
1546,1055.51
1547,1023.47
1548,937.582
1549,1003.74
1550,971.879
1551,897.752
1552,1018.21
1553,960.49
1554,1092.26
1555,1125.22
1556,1000.57
1557,968.74
1558,1025.58
1559,980.744
1560,947.92
1561,963.625
1562,969.194
1563,1014.63
1564,1046.35
1565,926.046
1566,979.362
1567,951.748
1568,955.21
1569,1072.73
1570,1071.66
1571,1103.16
1572,967.606
1573,978.532
1574,978.181
1575,1014.75
1576,1002.12
1577,1051.47
1578,875.731
1579,1131.74
1580,898.602
1581,994.333
1582,1056.23
1583,911.234
1584,1076.44
1585,1008.54
1586,955.568
1587,1060.61
1588,966.388
1589,1017.12
1590,989.804
1591,1032.45
1592,990.009
1593,996.056
1594,998.21
1595,961.75
1596,1051.99
1597,1035.7
1598,1038.93
1599,996.885
1600,1085.88
1601,1018.55
1602,1048.9
1603,891.387
1604,991.116
1605,973.434
1606,997.774
1607,928.243
1608,929.158
1609,969.112
1610,992.267
1611,962.602
1612,997.733
1613,999.996
1614,1049.13
1615,1035.9
1616,990.696
1617,1022.93
1618,1025.2
1619,1049.42
1620,1003.96
1621,916.151
1622,1031.99
1623,1056.58
1624,1051.01
1625,1006.76
1626,968.163
1627,936.947
1628,958.09
1629,1135.18
1630,916.025
1631,1070.12
1632,1026.6
1633,1019.39
1634,984.079
1635,1034.4
1636,1018.79
1637,1047.68
1638,975.474
1639,1031.27
1640,997.533
1641,1032.12
1642,1073.87
1643,973.532
1644,900.914
1645,1021.09
1646,972.846
1647,986.445
1648,973.767
1649,1053.67
1650,941.211
1651,981.571
1652,1032.43
1653,1036.74
1654,937.544
1655,1004.05
1656,1014.11
1657,1007.76
1658,972.754
1659,1047.9
1660,1008.99
1661,1005.83
1662,1002.63
1663,1001.43
1664,1101.48
1665,1032.28
1666,1073.54
1667,1035.49
1668,983.469
1669,1039.83
1670,962.222
1671,1012.11
1672,1040.09
1673,1043.92
1674,904.836
1675,1019.08
1676,956.109
1677,937.718
1678,946.391
1679,983.568
1680,1010.85
1681,966.055
1682,1003.68
1683,1045.95
1684,974.902
1685,969.979
1686,927.7
1687,991.524
1688,927.547
1689,963.845
1690,977.616
1691,952.007
1692,1005.27
1693,897.756
1694,1072.02
1695,990.751
1696,920.61
1697,984.207
1698,930.706
1699,1059.5
1700,1036.56
1701,867.854
1702,1032.4
1703,1004.18
1704,1017.1
1705,1021.84
1706,1000.31
1707,1016.03
1708,910.738
1709,990.127
1710,987.443
1711,995.853
1712,1031.85
1713,1039.35
1714,1027.93
1715,1027.61
1716,1040.07
1717,1022.66
1718,970.216
1719,984.384
1720,961.568
1721,963.482
1722,1031.73
1723,1021.86
1724,1038.91
1725,1003.65
1726,1044.91
1727,1030.58
1728,954.264
1729,971.02
1730,871.098
1731,1030.19
1732,980.364
1733,954.745
1734,1034.14
1735,1011.77
1736,1006.99
1737,1074.52
1738,954.142
1739,969.479
1740,1052.72
1741,1003.62
1742,990.576
1743,946.745
1744,859.505
1745,969.121
1746,1052.09
1747,1071.7
1748,1018.01
1749,1033.45
1750,981.302
1751,1048.87
1752,1068.88
1753,985.326
1754,998.074
1755,976.02
1756,1047.77
1757,1028.89
1758,1048.58
1759,960.907
1760,953.393
1761,966.039
1762,1004.53
1763,1010.19
1764,938.849
1765,1003.06
1766,1060.63
1767,939.645
1768,1014.04
1769,900.67
1770,978.895
1771,946.144
1772,1044.7
1773,991.054
1774,955.315
1775,979.71
1776,1000.92
1777,888.005
1778,1058.3
1779,1040.42
1780,984.901
1781,1039.09
1782,1027.9
1783,1073.06
1784,952.612
1785,1056.78
1786,992.438
1787,944.572
1788,933.782
1789,893.826
1790,965.383
1791,1050.29
1792,1007.73
1793,957.982
1794,980.941
1795,1018.63
1796,991.371
1797,967.581
1798,1035.91
1799,898.358
1800,1018.03
1801,969.523
1802,996.269
1803,1025
1804,938.394
1805,1082.45
1806,1025.06
1807,948.452
1808,1010.43
1809,1084.61
1810,1094.4
1811,1024.83
1812,999.155
1813,929.994
1814,921.262
1815,989.047
1816,1040.83
1817,984.225
1818,938.555
1819,948.951
1820,959.426
1821,1070.59
1822,1071.77
1823,1039.07
1824,1004.28
1825,1041.63
1826,1086.54
1827,938.896
1828,1092.05
1829,970.156
1830,1013.17
1831,925.933
1832,966.582
1833,1038.44
1834,920.92
1835,936.117
1836,1053.94
1837,1093.05
1838,1004.1
1839,931.168
1840,992.028
1841,1026.9
1842,1064.04
1843,1071.54
1844,1015.19
1845,965.549
1846,926.079
1847,923.871
1848,952.803
1849,1004.13
1850,978.305
1851,960.818
1852,996.143
1853,1019.52
1854,1059.65
1855,1002.62
1856,1021.03
1857,1098.12
1858,1096.03
1859,1005.04
1860,1036.13
1861,1023.32
1862,1038.6
1863,1104.87
1864,1041.9
1865,1071.7
1866,1095.74
1867,930.452
1868,998.915
1869,1077.16
1870,1061.81
1871,1016.02
1872,939.66
1873,1017.21
1874,901.581
1875,918.152
1876,1055.84
1877,993.2
1878,995.865
1879,1107.3
1880,954.463
1881,1013.71
1882,1016.84
1883,996.166
1884,1064.15
1885,1106.05
1886,996.431
1887,965.78
1888,1031.78
1889,969.698
1890,961.938
1891,926.89
1892,1062.37
1893,1053.48
1894,1011.33
1895,1020.68
1896,974.745
1897,1036.61
1898,1015.66
1899,1060.82
1900,970.009
1901,1024.79
1902,1032.28
1903,1070.39
1904,958.519
